STAFF,Profit Center,Employee Position,Employee Location,People Group,Employee Category,Current Status,Total Hours,Total Available Hours,Total Work Hours,Total Leave Hours,Total Training Hours,Total BD Hours,Total NC Hours,Total Utilization%,No.of Working Years
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1924.0,1648.0,160.0,4.0,8.0,268.0,0.8565488565488566,2.918608869449749
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1797.0,1547.0,259.0,32.0,80.0,193.0,0.860879243183083,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1838.5,1404.0,208.0,41.5,189.0,298.0,0.7636660320913788,2.918608869449749
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1924.0,0.0,164.0,0.0,1876.0,0.0,0.0,2.918608869449749
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1918.0,1928.0,168.0,2.0,0.0,189.5,1.005213764337852,2.918608869449749
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1871.0,1625.0,204.0,13.0,0.0,519.5,0.8685195082843399,2.918608869449749
1,PC - 4,Level 8,Location 1,Client Service Staff,Resigned,1,1888,1080.0,652.0,808.0,0.0,0.0,428.0,0.6037037037037037,1.8343976946823002
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1887.0,1422.0,185.0,16.0,0.0,491.0,0.753577106518283,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1766.5,1809.5,300.0,21.5,0.0,16.0,1.0243419190489669,2.918608869449749
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1910.0,1753.0,128.0,50.0,0.0,450.0,0.9178010471204189,2.918608869449749
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,917.0,520.0,1168.0,3.0,0.0,397.0,0.5670665212649946,2.918608869449749
1,PC - 4,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1832.0,1624.0,256.0,0.0,0.0,208.0,0.8864628820960698,2.918608869449749
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1884.5,1792.0,200.0,3.5,0.0,168.5,0.9509153621650305,2.918608869449749
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1933.5,1486.0,144.0,10.5,0.0,569.5,0.7685544349625032,2.918608869449749
1,PC - 4,Level A1,Location 1,Client Service Staff,Resigned,1,1392,1232.0,192.0,160.0,0.0,49.0,1058.0,0.15584415584415584,1.5031109468366908
1,PC - 2,Level 7,Other Loc,Client Service Staff,Resigned,1,1208,1116.0,664.0,88.0,4.0,0.0,521.0,0.5949820788530465,1.4209737366270354
1,PC - 2,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1773.5,1491.0,232.0,82.5,148.0,233.0,0.8407104595432761,2.833733752233105
1,PC - 2,Level 6,Location 7,Client Service Staff,Resigned,1,968,869.0,681.0,60.0,39.0,11.0,334.5,0.7836593785960875,1.3360986194103917
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1829.0,1773.0,200.0,59.0,0.0,168.0,0.9693821760524877,2.833733752233105
1,PC - 2,Level 6,Location 7,Client Service Staff,Resigned,0,2088,1844.5,1844.5,208.0,35.5,0.0,0.0,1.0,2.833733752233105
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1976.0,1983.0,104.0,8.0,0.0,0.0,1.0035425101214575,2.833733752233105
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1916.0,1800.0,144.0,28.0,0.0,328.0,0.9394572025052192,2.833733752233105
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1852.0,1782.0,216.0,20.0,0.0,377.0,0.9622030237580994,2.833733752233105
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,2024.0,1792.0,64.0,0.0,0.0,232.0,0.8853754940711462,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1848.0,1784.0,224.0,16.0,0.0,80.0,0.9653679653679653,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1852.0,1556.0,216.0,20.0,0.0,336.0,0.8401727861771058,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1791.0,1696.0,252.0,45.0,0.0,430.0,0.9469570072585148,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1855.0,1573.0,200.0,33.0,0.0,379.0,0.8479784366576819,2.833733752233105
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1917.5,1642.0,168.0,2.5,0.0,373.5,0.8563233376792699,2.833733752233105
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,2010.5,2066.0,72.0,5.5,0.0,0.0,1.0276050733648345,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,520,520.0,488.0,0.0,0.0,0.0,40.0,0.9384615384615385,1.084211174767449
1,PC - 4,Level 7,Location 7,Client Service Staff,Resigned,0,2088,1855.0,1140.0,208.0,25.0,0.0,730.0,0.6145552560646901,2.833733752233105
1,PC - 4,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1862.5,811.0,208.0,17.5,0.0,1301.0,0.43543624161073824,2.833733752233105
1,PC - 4,Level 7,Location 1,Client Service Staff,Resigned,0,2088,2039.0,1798.0,48.0,1.0,0.0,784.0,0.8818048062775871,2.833733752233105
1,PC - 4,Level 8,Location 1,Client Service Staff,Resigned,1,8,8.0,48.0,0.0,0.0,0.0,0.0,6.0,0.9171988473411501
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1747.5,1525.0,320.0,20.5,0.0,584.0,0.8726752503576538,2.833733752233105
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1976.0,2272.0,112.0,0.0,0.0,96.0,1.1497975708502024,2.833733752233105
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,736,688.0,560.0,48.0,0.0,0.0,360.0,0.813953488372093,1.2539614092007365
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1729.5,1460.0,336.0,22.5,0.0,285.5,0.8441746169413126,2.833733752233105
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1890.5,2345.25,160.0,37.5,0.0,95.0,1.240544829410209,2.833733752233105
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1881.0,1566.5,160.0,47.0,52.0,284.5,0.8328017012227539,2.833733752233105
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1608.0,1466.0,421.0,59.0,6.0,210.0,0.9116915422885572,2.833733752233105
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1888.5,2095.0,168.0,31.5,0.0,73.5,1.109346041832142,2.833733752233105
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1860.5,1800.0,208.0,19.5,0.0,116.5,0.9674818597151303,2.833733752233105
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1867.5,1970.0,192.0,28.5,0.0,23.5,1.0548862115127176,2.833733752233105
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1800.0,1726.0,272.0,16.0,0.0,162.5,0.9588888888888889,2.833733752233105
1,PC - 4,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1952.0,880.0,136.0,0.0,616.0,552.0,0.45081967213114754,2.833733752233105
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1845.0,1394.0,216.0,27.0,24.0,508.0,0.7555555555555555,2.833733752233105
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1666.0,1171.0,352.0,70.0,88.0,792.0,0.7028811524609844,2.833733752233105
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1837.0,1631.0,224.0,27.0,0.0,249.0,0.8878606423516603,2.833733752233105
1,PC - 3,Level 7,Location 1,Client Service Staff,Resigned,1,568,560.0,128.0,8.0,0.0,0.0,472.0,0.22857142857142856,1.1690862919840928
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1838.0,1640.0,236.0,14.0,0.0,294.5,0.8922742110990207,2.833733752233105
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1860.0,1477.0,212.0,16.0,0.0,639.0,0.7940860215053763,2.833733752233105
1,PC - 3,Level 7,Other Loc,Client Service Staff,Resigned,1,288,278.0,32.0,8.0,2.0,0.0,246.0,0.11510791366906475,1.0020739645577939
1,PC - 4,Level 5,Location 3,Client Service Staff,Confirmed Staff,0,2088,1832.0,330.0,256.0,0.0,0.0,1527.0,0.18013100436681223,2.7515965420234503
1,PC - 3,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1859.0,1757.0,192.0,37.0,0.0,374.5,0.9451317912856374,2.7515965420234503
1,PC - 3,Level 5,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1871.5,1887.5,172.0,44.5,0.0,169.5,1.0085492920117554,2.7515965420234503
1,PC - 2,Level 8,Other Loc,Client Service Staff,Resigned,1,80,72.0,0.0,8.0,0.0,0.0,80.0,0.0,0.8350616371314948
1,PC - 1,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1811.0,1784.0,256.0,21.0,0.0,80.0,0.9850911098840419,2.7515965420234503
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,288,264.0,181.0,24.0,0.0,0.0,87.0,0.6856060606060606,0.9199367543481386
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1798.0,1399.0,272.0,18.0,0.0,710.0,0.7780867630700778,2.7515965420234503
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1735.0,1336.0,328.0,25.0,0.0,424.0,0.770028818443804,2.7515965420234503
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1780.0,1863.0,288.0,20.0,0.0,475.5,1.046629213483146,2.7515965420234503
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1820.5,1674.0,244.0,23.5,0.0,175.5,0.9195276023070585,2.7515965420234503
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1942.0,1532.0,144.0,2.0,0.0,410.0,0.7888774459320288,2.7515965420234503
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,928,876.5,435.0,48.0,3.5,0.0,456.5,0.49629207073588133,1.2539614092007365
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,728,688.0,331.0,40.0,0.0,0.0,358.0,0.4811046511627907,1.1718241989910814
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1854.0,1539.5,232.0,2.0,0.0,318.0,0.8303667745415318,2.7515965420234503
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,1128,1064.0,496.0,64.0,0.0,0.0,568.0,0.46616541353383456,1.3388365264173803
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1919.0,1014.0,160.0,9.0,0.0,1029.0,0.5284002084418968,2.7515965420234503
1,PC - 1,Level 8,Location 3,Client Service Staff,Resigned,0,2088,1885.5,2108.0,184.0,18.5,0.0,20.0,1.1180058339962875,2.7515965420234503
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,288,280.0,280.0,0.0,8.0,0.0,16.0,1.0,0.9199367543481386
1,PC - 2,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1905.0,1904.0,160.0,23.0,0.0,58.0,0.9994750656167979,2.7515965420234503
1,PC - 2,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1864.0,785.0,156.0,68.0,1196.0,8.0,0.421137339055794,2.7515965420234503
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1840.5,1307.5,188.0,59.5,-24.0,624.0,0.7104047813094267,2.7515965420234503
1,PC - 4,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1946.0,884.0,128.0,14.0,0.0,1094.0,0.45426515930113054,2.7515965420234503
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,0,2088,1920.0,1565.0,168.0,0.0,20.0,432.0,0.8151041666666666,2.7515965420234503
1,PC - 4,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1800.0,1520.0,288.0,0.0,0.0,472.0,0.8444444444444444,2.7515965420234503
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,488,472.0,471.0,16.0,0.0,0.0,16.0,0.9978813559322034,1.0020739645577939
1,PC - 3,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1855.0,1942.5,192.0,41.0,0.0,11.5,1.0471698113207548,2.7515965420234503
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1899.0,1480.0,187.0,2.0,0.0,524.0,0.7793575566087414,2.7515965420234503
1,PC - 1,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1920.0,1965.0,152.0,16.0,0.0,0.0,1.0234375,2.7515965420234503
1,PC - 4,Level 7,Location 7,Client Service Staff,Resigned,1,1208,1180.0,744.0,16.0,12.0,0.0,456.0,0.6305084745762712,1.3388365264173803
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,2088,1818.0,1156.0,232.0,38.0,0.0,708.0,0.6358635863586358,1.8343976946823002
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1883.5,1896.0,192.0,12.5,0.0,11.5,1.0066365808335545,2.7515965420234503
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,888,768.0,488.0,120.0,0.0,0.0,280.0,0.6354166666666666,1.2539614092007365
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1815.0,2164.0,248.0,25.0,0.0,27.5,1.1922865013774104,2.7515965420234503
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1827.0,2158.0,240.0,21.0,0.0,43.5,1.1811713191023536,2.7515965420234503
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1865.0,1496.0,200.0,23.0,0.0,377.0,0.8021447721179624,2.7515965420234503
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1832.5,1568.0,232.0,23.5,0.0,340.0,0.8556616643929059,2.7515965420234503
1,PC - 2,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1830.0,1662.0,224.0,34.0,0.0,216.0,0.9081967213114754,2.7515965420234503
1,PC - 3,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1903.5,1384.0,152.0,32.5,0.0,551.5,0.7270816916206987,2.7515965420234503
1,PC - 4,Level 5,Location 3,Client Service Staff,Resigned,0,0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,2.6667214248068065
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1827.0,1847.0,252.0,9.0,0.0,0.0,1.0109469074986317,2.6667214248068065
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1885.0,1226.0,176.0,27.0,0.0,852.5,0.6503978779840849,2.6667214248068065
1,PC - 1,Level 6,Location 3,Client Service Staff,Resigned,1,376,376.0,120.0,0.0,0.0,0.0,288.0,0.3191489361702128,0.9171988473411501
1,PC - 3,Level 5,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1870.0,814.0,216.0,2.0,0.0,1062.0,0.43529411764705883,2.6667214248068065
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1832.0,1798.0,240.0,16.0,0.0,56.0,0.9814410480349345,2.6667214248068065
1,PC - 3,Level 6,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1718.5,1339.0,336.0,33.5,0.0,469.0,0.779167878964213,2.6667214248068065
1,PC - 4,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1762.0,1214.5,280.0,46.0,0.0,743.5,0.6892735527809307,2.6667214248068065
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1817.0,574.0,208.0,63.0,0.0,1399.0,0.3159053384700055,2.6667214248068065
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,464,456.0,372.0,8.0,0.0,0.0,108.0,0.8157894736842105,0.8323237301245063
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,1,416,416.0,48.0,0.0,0.0,0.0,400.0,0.11538461538461539,0.8323237301245063
1,PC - 1,Level 7,Location 3,Client Service Staff,Resigned,1,1608,1408.0,1051.0,152.0,48.0,0.0,445.0,0.7464488636363636,1.4209737366270354
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1984.0,1552.0,104.0,0.0,0.0,512.0,0.782258064516129,2.5818463075901628
1,PC - 4,Level 7,Location 7,Client Service Staff,Resigned,1,152,136.0,112.0,16.0,0.0,0.0,40.0,0.8235294117647058,0.6653114026982073
1,PC - 3,Level A1,Other Loc,Client Service Staff,Resigned,0,2088,1920.0,536.0,136.0,32.0,0.0,1404.0,0.2791666666666667,2.5818463075901628
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1771.5,1609.0,296.0,20.5,0.0,298.0,0.908269827829523,2.5818463075901628
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1835.5,2316.0,216.0,36.5,0.0,311.5,1.261781530918006,2.5818463075901628
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1714.8,1680.0,344.0,29.2,0.0,327.8,0.979706088173548,2.5818463075901628
1,PC - 3,Level 8,Location 1,Client Service Staff,Resigned,1,1440,1248.0,1248.0,192.0,0.0,0.0,8.0,1.0,1.3360986194103917
1,PC - 4,Level 5,Location 3,Client Service Staff,Confirmed Staff,0,2088,1848.0,1160.0,240.0,0.0,0.0,704.0,0.6277056277056277,2.5818463075901628
1,PC - 3,Level 5,Location 1,Client Service Staff,Resigned,1,1088,1032.0,860.0,56.0,0.0,172.0,0.0,0.8333333333333334,1.1690862919840928
1,PC - 3,Level 8,Location 1,Client Service Staff,Confirmed Staff,0,2088,1823.0,1987.0,260.0,5.0,0.0,11.5,1.0899616017553484,2.5818463075901628
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,2000,1738.0,815.0,208.0,54.0,0.0,1021.0,0.4689298043728424,1.5003730398297022
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1986.0,1503.0,51.5,50.5,0.0,610.0,0.756797583081571,2.4997090973805074
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1751.0,1683.0,288.0,49.0,0.0,124.0,0.9611650485436893,2.4997090973805074
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1896.0,1592.0,168.0,24.0,0.0,336.0,0.8396624472573839,2.4997090973805074
1,PC - 2,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1874.5,1716.0,176.0,37.5,0.0,234.0,0.9154441184315818,2.4997090973805074
1,PC - 2,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1793.5,1660.5,264.0,30.5,0.0,396.0,0.925843323111235,2.4997090973805074
1,PC - 4,Level 8,Location 3,Client Service Staff,Resigned,1,2048,1839.0,1398.0,208.0,1.0,0.0,441.0,0.7601957585644372,1.5003730398297022
1,PC - 1,Level A1,Location 3,Support Staff,Confirmed Staff,0,2088,1859.22,0.0,227.0,1.78,0.0,1859.22,0.0,2.4997090973805074
1,PC - 2,Level A1,Location 7,Client Service Staff,Confirmed Staff,0,2088,1872.0,325.0,212.0,4.0,809.0,772.0,0.1736111111111111,2.4997090973805074
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1874.5,1766.0,184.0,29.5,0.0,263.5,0.9421178981061616,2.4997090973805074
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1783.5,1472.0,256.0,48.5,0.0,424.0,0.8253434258480515,2.4997090973805074
1,PC - 4,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1784.0,1664.0,304.0,0.0,0.0,120.0,0.9327354260089686,2.4997090973805074
1,PC - 4,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1961.5,1052.0,104.0,22.5,16.0,981.5,0.536324241651797,2.4148339801638636
1,PC - 3,Level 6,Location 1,Client Service Staff,Resigned,1,1496,1364.0,1348.0,128.0,4.0,0.0,48.0,0.9882697947214076,1.1690862919840928
1,PC - 1,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1899.5,1631.0,184.0,4.5,0.0,268.5,0.8586470123716767,2.4148339801638636
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1861.0,1375.0,208.0,19.0,0.0,507.0,0.738850080601827,2.4148339801638636
1,PC - 4,Level 7,Location 3,Client Service Staff,Resigned,1,1528,1456.0,1328.0,72.0,0.0,0.0,144.0,0.9120879120879121,1.1690862919840928
1,PC - 4,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1757.0,127.0,208.0,123.0,773.0,932.0,0.07228229937393284,2.4148339801638636
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,1776,1660.0,940.0,112.0,4.0,0.0,760.0,0.5662650602409639,1.3306228053964146
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1959.0,1460.0,128.0,1.0,0.0,704.0,0.74527820316488,2.4148339801638636
1,PC - 3,Level A1,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1872.0,373.0,208.0,8.0,0.0,1531.0,0.19925213675213677,2.4148339801638636
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1966.0,1687.0,112.0,10.0,0.0,352.0,0.858087487283825,2.3326967699542087
1,PC - 4,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1820.5,1642.0,226.0,41.5,0.0,211.5,0.9019500137324911,2.3326967699542087
1,PC - 2,Level 8,Location 7,Client Service Staff,Resigned,1,784,557.5,0.0,224.0,2.5,77.5,416.0,0.0,1.3333607124034033
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1824.0,1656.0,248.0,16.0,0.0,370.5,0.9078947368421053,2.3326967699542087
1,PC - 3,Level 5,Location 1,Client Service Staff,Confirmed Staff,0,2088,1834.0,1720.0,248.0,6.0,0.0,622.0,0.9378407851690295,2.3326967699542087
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1917.0,1909.0,168.0,3.0,0.0,16.0,0.9958268127282212,2.3326967699542087
1,PC - 2,Level 5,Location 7,Client Service Staff,Confirmed Staff,0,2088,1708.0,701.0,236.0,144.0,10.0,1071.5,0.4104215456674473,2.3326967699542087
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1876.0,1335.0,184.0,28.0,0.0,549.0,0.7116204690831557,2.3326967699542087
1,PC - 1,Level 5,Location 3,Client Service Staff,Confirmed Staff,0,2088,1959.0,1182.0,120.0,9.0,0.0,933.0,0.6033690658499234,2.3326967699542087
1,PC - 2,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1764.5,1492.0,280.0,43.5,0.0,357.0,0.8455653159535279,2.3326967699542087
1,PC - 2,Level A1,Location 7,Client Service Staff,Confirmed Staff,0,2088,1832.0,304.0,208.0,48.0,642.0,937.0,0.16593886462882096,2.3326967699542087
1,PC - 2,Level A1,Location 7,Support Staff,Confirmed Staff,0,2088,1782.0,0.0,296.0,10.0,0.0,1798.0,0.0,2.3326967699542087
1,PC - 2,Level 7,Location 7,Client Service Staff,Confirmed Staff,0,2088,1944.0,1486.0,120.0,24.0,0.0,607.5,0.76440329218107,2.3326967699542087
1,PC - 3,Level 5,Location 1,Client Service Staff,Resigned,1,928,880.5,314.0,40.0,7.5,0.0,574.5,0.35661555934128336,0.8350616371314948
1,PC - 4,Level 6,Location 1,Client Service Staff,Confirmed Staff,0,2088,1784.0,1072.0,304.0,0.0,0.0,920.0,0.600896860986547,2.3326967699542087
1,PC - 1,Level 5,Location 3,Client Service Staff,Confirmed Staff,0,2088,1780.0,1124.0,256.0,52.0,0.0,672.0,0.6314606741573033,2.247821652737565
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1821.5,1439.0,248.0,18.5,0.0,616.5,0.7900082349711776,2.247821652737565
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1991.5,2000.0,88.0,8.5,0.0,0.0,1.0042681395932713,2.247821652737565
1,PC - 4,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1913.5,1741.0,160.0,14.5,0.0,240.0,0.9098510582701855,2.247821652737565
1,PC - 4,Level 8,Location 3,Client Service Staff,Confirmed Staff,0,2088,1885.0,1440.0,200.0,3.0,104.0,341.0,0.7639257294429708,2.247821652737565
1,PC - 2,Level 7,Location 7,Client Service Staff,Resigned,1,1280,1103.0,825.0,176.0,1.0,31.0,256.0,0.7479601087941976,0.9171988473411501
1,PC - 3,Level 7,Location 1,Client Service Staff,Confirmed Staff,0,2088,1793.0,1399.75,280.0,15.0,0.0,538.0,0.7806748466257669,2.247821652737565
1,PC - 2,Level A1,Location 7,Client Service Staff,Confirmed Staff,0,2088,1922.0,189.0,116.0,50.0,412.0,1567.0,0.09833506763787721,2.247821652737565
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1534.5,1595.0,496.0,57.5,0.0,29.5,1.039426523297491,2.247821652737565
1,PC - 4,Level 6,Location 3,Client Service Staff,Confirmed Staff,0,2088,1891.0,773.0,176.0,21.0,0.0,1364.0,0.40877842411422527,2.247821652737565
1,PC - 4,Level 8,Location 7,Client Service Staff,Resigned,1,368,368.0,0.0,0.0,0.0,0.0,440.0,0.0,1.2484855951867595
1,PC - 2,Level 6,Location 7,Client Service Staff,Confirmed Staff,0,2088,1756.5,1512.0,216.0,115.5,22.0,373.5,0.860802732707088,2.247821652737565
1,PC - 2,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1693.0,578.0,264.0,131.0,40.0,1153.0,0.3414057885410514,2.247821652737565
1,PC - 4,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1861.0,1362.0,216.0,11.0,0.0,499.0,0.7318645889306824,2.247821652737565
1,PC - 2,Level 8,Location 7,Client Service Staff,Confirmed Staff,0,2088,1792.0,1484.0,240.0,56.0,0.0,692.0,0.828125,2.247821652737565
1,PC - 1,Level 7,Location 3,Client Service Staff,Confirmed Staff,0,2088,1774.5,1306.0,288.0,25.5,0.0,765.0,0.7359819667511975,2.162946535520921
1,PC - 3,Level 8,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1924.0,1485.0,112.0,52.0,16.0,621.5,0.7718295218295218,2.162946535520921
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1976.0,1572.5,112.0,0.0,0.0,598.5,0.7957995951417004,2.162946535520921
1,PC - 3,Level 7,Other Loc,Client Service Staff,Confirmed Staff,0,2088,1867.5,1913.0,176.0,44.5,0.0,95.5,1.024364123159304,2.162946535520921
